ID,RA,Dec,period
b319_402_81917,266.62820728,-30.12655367,552.486188
b319_402_56879,266.51086202,-30.1959554,1.397116
b319_402_45886,266.48608236,-30.19001208,0.479331
b319_404_6660,266.9592659,-30.43160906,523.560209
b319_404_30088,267.03816111,-30.41192022,0.261408
b319_404_74561,267.08688562,-30.51973218,847.457627
b319_404_22297,267.08250303,-30.31878743,0.735213
b319_404_46827,267.09198448,-30.40079955,3.437726
b319_404_57295,267.08809127,-30.44820466,0.321898
b319_404_39408,267.01436238,-30.48172151,0.893455
b319_404_45836,267.08106945,-30.41241902,0.343099
b319_404_22942,266.97506813,-30.47399382,0.304731
b319_404_84920,267.16485022,-30.45121171,0.398337
b319_404_23355,267.08822445,-30.31487113,6.383658
b319_404_53442,267.10552461,-30.40817331,0.484027
b319_404_83041,267.18750574,-30.411586,0.387883
b319_404_34877,267.04441991,-30.42163734,6.78196
b319_404_24447,266.98624137,-30.46388854,0.338367
b319_404_9482,266.95728942,-30.44581774,0.301338
b319_404_85296,267.15803668,-30.46240941,17.565431
b319_404_12059,267.02141663,-30.36494034,0.576625
b319_404_32931,267.10591069,-30.32665498,0.367268
b319_404_31863,267.09171388,-30.34278972,0.698017
b319_404_57904,267.10318027,-30.42922673,0.445161
b319_404_88253,267.18017601,-30.44313076,0.532913
b319_404_6737,266.953052,-30.440682,0.564793
b319_404_71707,267.1155527,-30.46776104,0.202295
b319_406_60906,266.72181128,-29.9060758,2.280346
b319_406_32591,266.75680254,-29.74861258,11.731581
b319_406_52884,266.78653694,-29.78202768,0.273934
b319_406_99475,266.81308139,-29.92035894,3.484928
b319_406_50517,266.80180521,-29.75103389,0.277123
b319_406_44911,266.68863995,-29.89279945,2.402922
b319_406_70876,266.82695563,-29.79179791,16.147263
b319_406_16449,266.68457604,-29.79348027,1.604004
b319_406_76336,266.78548535,-29.87246337,0.750706
b319_406_68748,266.7485478,-29.89665841,0.384658
b319_406_65303,266.82378865,-29.77568112,10.116338
b319_406_89460,266.80046839,-29.90086583,2.713631
b319_406_29107,266.75659981,-29.73602414,662.251656
b319_406_40443,266.74958152,-29.78825463,0.468066
b319_406_34627,266.77592289,-29.72881768,3.13696
b319_406_67296,266.83987379,-29.75981578,5.20129
b319_406_87691,266.80778958,-29.88355612,0.520161
b319_408_96471,267.38636388,-30.13761581,0.614432
b319_408_72126,267.30263992,-30.17028108,0.623745
b319_408_6128,267.22337446,-30.04927865,19.398642
b319_408_56735,267.34384305,-30.05628202,0.549438
b319_408_3246,267.22704428,-30.03385127,0.453254
b319_408_74096,267.3356012,-30.12977372,28.901734
b319_408_70892,267.30842628,-30.15758494,0.571595
b319_408_25934,267.27836224,-30.0410321,9.506607
b319_408_77260,267.3613252,-30.1038159,0.457528
b319_408_9130,267.26256755,-30.00329742,0.208104
b319_408_23484,267.28720742,-30.01971744,0.732778
b319_408_18008,267.23653222,-30.07313175,0.338998
b319_408_7888,267.24343614,-30.0265338,0.562063
b319_408_8285,267.18585855,-30.11083239,877.192982
b319_408_70540,267.35936999,-30.08281338,0.247766
b319_408_64194,267.2959552,-30.15153427,0.274167
b319_408_18940,267.21476546,-30.10783893,0.538378
b319_408_32119,267.30113096,-30.03006993,0.566826
b319_408_69967,267.29813748,-30.16911561,1.609373
b319_408_88470,267.36778717,-30.13507124,0.398909
b319_408_101730,267.36379045,-30.18958229,0.478952
b319_408_94755,267.37468725,-30.14822373,0.578138
b319_408_43500,267.22631089,-30.17847285,0.644492
b319_408_103286,267.42875577,-30.10154183,1.925669
b319_408_63915,267.31623484,-30.12137266,621.118012
b319_410_10491,266.90190482,-29.45742581,29.877502
b319_410_20060,266.90397867,-29.4893099,2.625637
b319_410_67474,266.94340197,-29.60507038,21.649708
b319_410_31607,266.93482795,-29.48684986,0.21359
b319_410_93650,267.01502621,-29.59752556,12.242899
b319_410_100280,267.05180154,-29.56886186,1.222748
b319_410_90211,267.02479962,-29.57086179,0.82752
b319_410_81008,267.04615283,-29.5065957,558.659218
b319_410_78242,266.99315535,-29.5729767,29.265438
b319_410_25670,266.87036346,-29.55804425,0.397891
b319_410_17787,266.88821724,-29.50375583,0.384596
b319_410_82449,267.04828576,-29.5086655,606.060606
b319_410_71050,266.99789045,-29.53943899,0.720124
b319_410_102341,267.10017985,-29.5068262,0.341076
b319_410_67899,267.04417623,-29.46127603,24.236549
b319_410_40344,266.96503765,-29.4752058,9.478673
b319_410_14507,266.8626718,-29.52856943,581.395349
b319_410_79653,267.04608878,-29.50177369,0.535857
b319_412_86336,267.52138045,-29.8995786,4.289084
b319_412_27427,267.44690521,-29.79896589,0.392198
b319_412_61134,267.54978587,-29.76818039,0.276458
b319_412_78937,267.61466657,-29.73627356,12.155099
b319_412_19406,267.50340446,-29.68794717,0.597325
b319_412_23723,267.43572137,-29.80222099,0.560124
b319_412_51232,267.48012539,-29.83495788,1.68802
b319_412_6923,267.45966105,-29.70843107,0.547681
b319_412_59202,267.4748144,-29.87106281,4.630916
b319_412_6066,267.4458493,-29.72568139,2.291108
b319_412_42447,267.49975651,-29.7752802,1.656424
b319_412_9395,267.39668936,-29.80909287,24.789291
b319_412_99103,267.64486688,-29.76491007,0.589988
b319_412_65788,267.49578013,-29.86394607,0.493922
b319_412_42712,267.46551268,-29.82627976,0.36321
b319_412_76471,267.53492829,-29.84460132,0.552987
b319_412_8247,267.39159099,-29.81251078,0.52684
b319_412_20909,267.46310648,-29.75227026,0.352278
b319_412_95509,267.58042777,-29.84672399,0.494196
b319_412_102371,267.6107984,-29.82691149,0.398907
b319_412_86638,267.5978333,-29.78867357,0.265482
b319_414_6907,267.12583842,-29.12313271,684.931507
b319_414_78065,267.25334584,-29.22098504,0.739776
b319_414_35730,267.15457267,-29.19769694,476.190476
b319_414_3445,267.13962266,-29.08951603,2.03936
b319_414_20179,267.10621355,-29.2054179,714.285714
b319_414_57178,267.2605202,-29.1292457,0.396991
b319_414_92918,267.26410939,-29.26317255,0.390956
b319_414_60213,267.16245385,-29.28372607,4.921018
b319_414_3477,267.1400497,-29.08900191,30.599755
b319_414_52364,267.1828086,-29.22352647,934.579439
b319_414_36456,267.16312288,-29.18836408,30.012005
b319_414_92121,267.33488946,-29.15673414,0.29965
b319_414_33243,267.14689689,-29.19849385,561.797753
b319_414_18551,267.1055076,-29.19974971,343.642612
b319_414_94301,267.32624665,-29.1777717,0.393029
b319_414_25134,267.1647724,-29.13994569,1.038432
b319_414_21279,267.11235348,-29.20081947,862.068966
b319_414_75218,267.24221388,-29.22637381,4.030633
b319_414_92458,267.27835006,-29.24057773,0.544947
b319_414_17778,267.09495449,-29.21190704,1.470718
b319_414_84369,267.29120105,-29.1902086,0.981614
b319_414_29115,267.13939984,-29.19279844,869.565217
b319_414_44227,267.16601462,-29.21605457,833.333333
b319_416_26650,267.63153887,-29.53120367,15.096618
b319_416_3146,267.67671197,-29.37597152,628.930818
b319_416_21233,267.69065815,-29.42349285,0.774623
b319_416_2441,267.60220165,-29.48344391,0.531533
b319_416_83087,267.75084943,-29.56930662,0.567685
b319_416_87892,267.80196805,-29.51226545,1.370896
b319_416_62617,267.72493591,-29.52834594,0.667811
b319_416_15421,267.66358637,-29.44202395,2.261318
b319_416_87145,267.80762639,-29.50088135,694.444444
b319_416_53067,267.70855593,-29.51666249,0.516612
b319_416_15612,267.64143992,-29.47556851,980.392157
b319_416_33800,267.75018535,-29.38193759,1.267122
b319_416_39602,267.70393503,-29.47234297,198.019802
b319_416_95340,267.80142651,-29.54269304,0.798288
b319_416_33240,267.66540741,-29.50574421,0.539616
b319_416_16709,267.65058637,-29.46600299,0.608387
b319_416_98832,267.77234551,-29.59967586,0.560365
b319_416_39795,267.67322108,-29.51860967,1.386117
b319_416_4604,267.62912811,-29.45202457,0.592108
b319_416_15899,267.61248916,-29.51937694,7.211365
b319_416_66561,267.76665276,-29.48125724,0.39891
b319_416_57800,267.77600675,-29.43394805,408.163265
b319_416_41384,267.71093524,-29.46871164,2.115417
b319_416_58290,267.74853507,-29.47672277,0.469969
b319_416_55820,267.68452264,-29.56265048,0.530639
b319_416_27161,267.70556725,-29.4234974,3.807783
b319_416_30927,267.73991788,-29.3865931,0.45449
b319_501_62420,266.34757379,-30.11632332,854.700855
b319_501_33373,266.36931698,-29.96906808,1000.0
b319_501_72457,266.44017116,-30.0219519,0.244642
b319_501_18594,266.34750222,-29.93750335,1000.0
b319_501_31002,266.31407097,-30.03889047,454.545455
b319_501_78564,266.38441879,-30.12611016,0.352173
b319_501_17527,266.24563996,-30.08015621,0.364222
b319_501_78429,266.36243568,-30.15725728,12.9887
b319_501_36570,266.29570477,-30.08804091,0.268666
b319_501_90169,266.49128339,-30.01667237,0.307479
b319_501_2459,266.27737462,-29.97295426,11.246064
b319_501_79918,266.43234654,-30.06229272,25.125628
b319_501_80665,266.38426171,-30.13443181,0.631006
b319_501_39393,266.3989295,-29.95033637,0.313193
b319_501_65023,266.37801247,-30.08259069,22.799818
b319_501_9331,266.2564643,-30.03147286,0.989785
b319_501_66836,266.4041793,-30.05186723,2.70966
b319_501_52643,266.39541975,-30.00919608,0.869089
b319_501_90109,266.43054545,-30.10396241,526.315789
b319_501_40447,266.34584538,-30.03128993,602.409639
b319_501_28799,266.32574031,-30.01278511,636.942675
b319_501_34332,266.29397642,-30.08167115,19.876764
b319_501_92501,266.41509099,-30.13556877,95.96929
b319_503_98010,266.95927655,-30.43169244,523.560209
b319_503_41399,266.91277662,-30.27645303,2.061388
b319_503_37471,266.83260658,-30.37531061,18.814675
b319_503_47756,266.94481256,-30.25541495,0.203836
b319_503_65650,266.94363808,-30.32678976,1.8312
b319_503_79818,266.94944092,-30.37442586,0.296493
b319_503_63731,266.9362484,-30.32995106,1.009265
b319_503_83244,266.93849016,-30.40308599,0.223768
b319_503_98071,266.95306734,-30.44076345,0.564819
b319_503_72994,266.93961833,-30.36185048,0.347532
b319_503_56508,266.92359837,-30.31960311,0.393645
b319_503_7480,266.79073469,-30.31953552,136.612022
b319_503_29828,266.84757588,-30.32411052,0.603118
b319_503_59808,266.86977618,-30.4091962,16.818029
b319_503_76998,267.01176383,-30.27434578,0.386499
b319_505_88415,266.63998611,-29.78608721,0.218056
b319_505_7114,266.53860583,-29.61392122,5.804841
b319_505_66388,266.61855206,-29.7281463,0.480649
b319_505_45248,266.57259147,-29.71150805,14.773231
b319_505_21779,266.57319189,-29.62108256,15.344484
b319_505_63017,266.60563142,-29.73255104,55.928412
b319_505_36041,266.50751344,-29.77022129,0.218786
b319_505_34718,266.49035348,-29.78998509,5.214852
b319_505_78868,266.62939788,-29.7642354,1250.0
b319_505_28961,266.56614379,-29.65928064,4.290188
b319_505_75681,266.64813919,-29.72448819,0.338888
b319_505_10137,266.48429793,-29.70362831,0.36046
b319_505_36076,266.53053416,-29.73724628,934.579439
b319_505_20985,266.54391202,-29.66012658,925.925926
b319_505_18418,266.5256573,-29.67605215,787.401575
b319_505_5668,266.4536395,-29.73071425,970.873786
b319_505_20949,266.47685546,-29.75642497,0.267761
b319_505_82238,266.59761302,-29.82315789,1.047417
b319_505_23666,266.57220024,-29.63000156,598.802395
b319_505_32670,266.51769269,-29.74308197,602.409639
b319_505_9363,266.54928509,-29.60713605,22.21235
b319_507_16400,267.08844323,-29.92224345,0.228332
b319_507_45181,267.12750811,-29.96776468,0.269881
b319_507_100466,267.23281302,-30.01008612,9.139097
b319_507_67683,267.10321599,-30.08249401,42.337003
b319_507_13424,267.0582532,-29.95512652,41.373604
b319_507_95579,267.20809706,-30.02854032,584.795322
b319_507_76845,267.1849736,-29.99647732,0.581348
b319_507_104756,267.22705328,-30.03385566,0.453252
b319_507_77698,267.14671019,-30.05459783,1.600051
b319_507_42983,267.09492657,-30.0069702,0.663187
b319_507_16847,267.04177814,-29.9911308,0.697618
b319_507_38355,267.11495174,-29.96171728,0.352538
b319_507_100438,267.16278136,-30.11096866,20.605811
b319_507_41575,267.09178469,-30.00652334,0.544212
b319_507_82641,267.1955118,-30.00171726,7.04821
b319_507_68769,267.18985892,-29.96125025,0.617696
b319_507_49335,267.13485253,-29.97220554,0.545185
b319_507_9411,267.06644053,-29.92886782,0.65508
b319_507_64448,267.17188087,-29.97214904,487.804878
b319_507_88487,267.20361826,-30.010101,3.283749
b319_507_33705,267.07256323,-30.00650095,568.181818
b319_507_65443,267.121291,-30.04858112,0.680402
b319_507_107556,267.22338284,-30.0492836,19.409938
b319_507_101048,267.23021662,-30.01577699,0.55802
b319_507_5862,267.03658339,-29.95919884,0.351605
b319_507_23047,267.04684173,-30.00551077,8.340284
b319_507_27273,267.08194162,-29.96997286,2.970974
b319_507_3435,267.00390505,-29.99761675,0.590594
b319_507_101108,267.20590474,-30.05105627,1.748588
b319_507_32989,267.04461572,-30.04415247,0.4638
b319_507_12548,267.01327825,-30.01677625,1.22728
b319_507_78611,267.16982163,-30.02448523,0.532984
b319_509_33050,266.81213025,-29.31931568,421.940928
b319_509_78915,266.90016598,-29.36966184,2.642497
b319_509_5496,266.73502528,-29.32608856,3.006795
b319_509_2658,266.72770816,-29.32562134,0.394098
b319_509_35745,266.81528582,-29.32474943,24.301337
b319_509_46660,266.81058168,-29.37229943,26.838433
b319_509_72340,266.87719523,-29.37747517,591.715976
b319_509_32825,266.78618966,-29.35566171,0.59027
b319_509_34209,266.80039632,-29.34045809,0.373017
b319_509_16117,266.68791615,-29.43436227,40.08016
b319_509_10259,266.73017205,-29.35130318,16.75884
b319_509_23206,266.76993606,-29.34313102,96.618357
b319_509_61083,266.81516719,-29.42091646,381.679389
b319_509_49047,266.83895211,-29.34017404,847.457627
b319_509_27979,266.6995442,-29.46178193,0.397376
b319_509_41519,266.72408978,-29.47728311,0.262206
b319_509_92648,266.83164841,-29.52064995,8.919015
b319_509_86706,266.87470459,-29.43609472,0.222867
b319_509_65005,266.86342011,-29.3673968,540.540541
b319_509_86849,266.86798105,-29.44627083,0.389844
b319_509_38919,266.79453624,-29.36622893,13.743815
b319_509_25702,266.79906895,-29.31050485,46.816479
b319_509_86164,266.87949538,-29.42705746,840.336134
b319_509_54725,266.74580694,-29.49550693,33.2668
b319_509_50907,266.85103863,-29.32985788,0.263588
b319_509_29457,266.7215944,-29.4357019,5.765018
b319_509_67259,266.7836534,-29.49152571,233.64486
b319_509_88158,266.81450808,-29.52822964,0.337893
b319_509_66248,266.8311935,-29.4189871,17.689722
b319_511_67609,267.39815309,-29.65403551,12.10947
b319_511_91527,267.35412455,-29.80279764,0.296976
b319_511_86674,267.35671361,-29.78173074,15.760441
b319_511_49216,267.32190918,-29.69989911,16.16031
b319_511_32357,267.30505455,-29.66493135,0.634522
b319_511_75880,267.32702564,-29.78700437,0.506598
b319_511_82880,267.41082631,-29.68930326,0.556939
b319_511_47428,267.29877356,-29.72728565,617.283951
b319_511_88497,267.40981104,-29.71073792,2.914432
b319_511_40302,267.28209418,-29.72635242,1.059434
b319_511_82722,267.41435334,-29.68359692,2.102386
b319_511_61836,267.371011,-29.67356607,5.0
b319_511_60206,267.33218662,-29.72430756,0.370657
b319_511_40412,267.28048764,-29.72908497,0.578269
b319_511_75253,267.42179364,-29.64659352,0.557893
b319_511_85291,267.35726174,-29.77600934,0.542959
b319_511_15844,267.2712799,-29.65519948,0.610903
b319_511_15849,267.29790018,-29.61647098,0.514838
b319_511_49244,267.31496047,-29.71011222,0.910075
b319_511_64285,267.38450385,-29.66244938,1.199731
b319_511_28262,267.24659324,-29.73526329,1.419003
b319_511_59077,267.39230324,-29.63260554,502.512563
b319_511_59018,267.37090515,-29.66360902,0.319942
b319_511_99884,267.4294479,-29.72296207,0.592554
b319_511_91001,267.43635665,-29.68094417,0.335363
b319_513_72422,267.05577061,-29.18615745,862.068966
b319_513_81565,267.12583744,-29.12312661,680.272109
b319_513_14407,266.95614351,-29.0669993,393.700787
b319_513_78292,267.13962046,-29.08951481,4.078802
b319_513_19817,266.96859293,-29.07955052,403.225806
b319_513_27704,266.99977841,-29.07782818,421.940928
b319_513_78318,267.14004945,-29.08900076,30.609122
b319_513_60347,267.11336403,-29.0559396,0.543437
b319_513_19172,266.95726977,-29.09213468,0.342131
b319_513_29293,267.04889706,-29.01599397,540.540541
b319_513_62853,267.05990336,-29.14218359,581.395349
b319_513_3726,266.9582087,-29.00495416,961.538462
b319_513_13917,266.90606,-29.13591499,714.285714
b319_513_37842,267.04037786,-29.06805347,537.634409
b319_513_64407,267.08991157,-29.10553415,401.606426
b319_513_35747,267.04243255,-29.05542202,1250.0
b319_513_78778,267.12368917,-29.11432936,900.900901
b319_513_44297,267.07140339,-29.05182531,378.787879
b319_513_13286,266.91409988,-29.12102588,1.055665
b319_513_25111,266.99370993,-29.07282834,515.463918
b319_513_9554,266.95746701,-29.03818317,653.594771
b319_513_14293,266.93245121,-29.10023868,213.219616
b319_513_9570,266.91067553,-29.10503365,869.565217
b319_513_24083,267.02325596,-29.02508279,1.053352
b319_513_32871,266.98473618,-29.12499201,40.733198
b319_513_12025,266.98421364,-29.01401174,295.857988
b319_513_40999,267.03751093,-29.08636576,456.621005
b319_513_18771,266.98424792,-29.05135968,0.251031
b319_513_34468,267.02484133,-29.07488079,537.634409
b319_513_5726,266.96761732,-29.00218897,552.486188
b319_513_54532,267.0792908,-29.08226272,526.315789
b319_513_26452,266.94904943,-29.14359017,138.888889
b319_513_41626,266.96940115,-29.18641443,403.225806
b319_513_17108,266.99543429,-29.02604964,531.914894
b319_513_19761,266.95387166,-29.10021041,617.283951
b319_513_29241,266.98586041,-29.10574578,558.659218
b319_513_10517,266.92761534,-29.08636338,393.700787
b319_515_35803,267.52039377,-29.36783675,0.452247
b319_515_56591,267.61247162,-29.30921624,14.909796
b319_515_98479,267.67671825,-29.37598596,621.118012
b319_515_97805,267.6021943,-29.48345056,0.53153
b319_515_40974,267.50878605,-29.40420783,0.58753
b319_515_62321,267.60146899,-29.34734509,0.547205
b319_515_79394,267.58497083,-29.43614519,0.989864
b319_515_37917,267.49410839,-29.41431228,0.211281
b319_515_81552,267.58826241,-29.43979108,0.91565
b319_515_94657,267.64175304,-29.41257248,0.518801
b319_515_78124,267.64912572,-29.33651255,0.611453
b319_515_93954,267.62958292,-29.42773137,0.547723
b319_515_8495,267.44184946,-29.38163644,0.23744
b319_515_27504,267.48759292,-29.38525406,0.456279
b319_515_100637,267.59049655,-29.51211794,719.42446
b319_515_70456,267.60591263,-29.37144557,0.451402
b319_515_83951,267.61873122,-29.40439547,0.524976
b319_515_64256,267.5312333,-29.45793582,487.804878
b319_515_90722,267.66652347,-29.36043724,1.367428
b319_515_40094,267.54145347,-29.35277722,0.300419
